gene,TB,Sepsis,Dengue
NAPG,TRUE,FALSE,FALSE
RNF6,TRUE,FALSE,FALSE
LENG1,TRUE,FALSE,FALSE
PET117,TRUE,FALSE,FALSE
SUPT16H,TRUE,FALSE,FALSE
TLR7,TRUE,FALSE,TRUE
ELF1,TRUE,FALSE,FALSE
ATP6AP1,TRUE,FALSE,FALSE
MRPS10,TRUE,FALSE,FALSE
SETD5,TRUE,FALSE,TRUE
PPP4C,TRUE,TRUE,FALSE
WASHC5,TRUE,FALSE,FALSE
PIGP,TRUE,FALSE,FALSE
H3F3B,TRUE,TRUE,TRUE
DPM3,TRUE,FALSE,FALSE
CD82,TRUE,TRUE,TRUE
ABCG2,TRUE,FALSE,FALSE
FDFT1,TRUE,TRUE,FALSE
MRPS28,TRUE,FALSE,FALSE
EDEM2,TRUE,FALSE,FALSE
YPEL5,TRUE,TRUE,TRUE
TAPBPL,TRUE,FALSE,FALSE
ADD1,TRUE,FALSE,FALSE
TRIM69,TRUE,FALSE,TRUE
MFNG,TRUE,TRUE,FALSE
MRPL4,TRUE,FALSE,FALSE
PLEKHO1,TRUE,FALSE,FALSE
FCGR3A,TRUE,TRUE,TRUE
FBXL5,TRUE,FALSE,FALSE
NELFE,TRUE,TRUE,FALSE
SERBP1,TRUE,TRUE,FALSE
POLR1D,TRUE,TRUE,FALSE
PGM1,TRUE,FALSE,FALSE
PCBP1,TRUE,TRUE,FALSE
PCCB,TRUE,FALSE,FALSE
FLYWCH2,TRUE,FALSE,FALSE
LRP10,TRUE,TRUE,FALSE
CDIPT,TRUE,FALSE,FALSE
DHX9,TRUE,FALSE,TRUE
CCNQ,TRUE,FALSE,FALSE
CMIP,TRUE,FALSE,FALSE
AKT3,TRUE,FALSE,FALSE
EEF1D,TRUE,TRUE,TRUE
SCAF11,TRUE,FALSE,FALSE
COMMD4,TRUE,FALSE,FALSE
AKAP10,TRUE,FALSE,FALSE
TRAPPC10,TRUE,FALSE,FALSE
GMIP,TRUE,FALSE,FALSE
NAXE,TRUE,FALSE,FALSE
LPGAT1,TRUE,FALSE,FALSE
YWHAQ,TRUE,FALSE,FALSE
CHCHD5,TRUE,FALSE,FALSE
SLC9A3R1,TRUE,TRUE,FALSE
MTCH1,TRUE,TRUE,FALSE
FH,TRUE,FALSE,FALSE
SLFN5,TRUE,TRUE,FALSE
UBL3,TRUE,FALSE,FALSE
RNASEK,TRUE,FALSE,TRUE
NCK1,TRUE,FALSE,FALSE
RRBP1,TRUE,FALSE,FALSE
GPKOW,TRUE,FALSE,FALSE
EPAS1,TRUE,FALSE,FALSE
PLAAT4,TRUE,FALSE,FALSE
RPL35A,TRUE,TRUE,TRUE
SDF4,TRUE,TRUE,FALSE
CNOT7,TRUE,FALSE,FALSE
DTD1,TRUE,FALSE,FALSE
ELL2,TRUE,FALSE,TRUE
NGDN,TRUE,FALSE,FALSE
PYCR2,TRUE,FALSE,TRUE
SLAMF8,TRUE,FALSE,FALSE
SLC25A24,TRUE,FALSE,FALSE
ARL6IP4,TRUE,TRUE,TRUE
SCFD1,TRUE,FALSE,FALSE
PDHB,TRUE,FALSE,FALSE
PGRMC1,TRUE,FALSE,FALSE
CDC26,TRUE,TRUE,FALSE
MRPL2,TRUE,FALSE,FALSE
SNX17,TRUE,FALSE,FALSE
KCTD10,TRUE,FALSE,FALSE
PPP1R12C,TRUE,FALSE,FALSE
CTSB,TRUE,FALSE,FALSE
CEBPZOS,TRUE,FALSE,FALSE
ALKBH7,TRUE,TRUE,TRUE
CORO1B,TRUE,TRUE,TRUE
CCDC125,TRUE,FALSE,FALSE
CALR,TRUE,TRUE,TRUE
MED21,TRUE,FALSE,FALSE
POLE4,TRUE,TRUE,FALSE
HSD17B11,TRUE,FALSE,FALSE
ENOPH1,TRUE,FALSE,FALSE
TEDC1,TRUE,FALSE,FALSE
NMRAL1,TRUE,FALSE,FALSE
SLFN12,TRUE,FALSE,FALSE
LHPP,TRUE,FALSE,FALSE
SMC3,TRUE,FALSE,FALSE
HENMT1,TRUE,FALSE,FALSE
TPGS1,TRUE,TRUE,FALSE
DGCR6L,TRUE,TRUE,FALSE
MAT2B,TRUE,TRUE,FALSE
FARS2,TRUE,FALSE,FALSE
RPL38,TRUE,TRUE,TRUE
SMC2,TRUE,FALSE,FALSE
C8orf76,TRUE,FALSE,FALSE
ECHDC1,TRUE,FALSE,FALSE
GON7,TRUE,FALSE,FALSE
ARHGEF35,TRUE,FALSE,FALSE
ANAPC16,TRUE,TRUE,TRUE
FBXL15,TRUE,FALSE,FALSE
CHMP4B,TRUE,FALSE,FALSE
LMAN1,TRUE,FALSE,FALSE
KANSL1,TRUE,FALSE,FALSE
ADAMTS6,TRUE,FALSE,FALSE
PLBD1,TRUE,FALSE,FALSE
NRIP1,TRUE,FALSE,FALSE
FAF1,TRUE,FALSE,FALSE
DCXR,TRUE,TRUE,FALSE
PIGK,TRUE,FALSE,FALSE
SARS,TRUE,FALSE,TRUE
YWHAE,TRUE,FALSE,FALSE
CCDC124,TRUE,TRUE,FALSE
PPP1CB,TRUE,FALSE,TRUE
GPR65,TRUE,TRUE,FALSE
CAPZA1,TRUE,TRUE,FALSE
EXOSC8,TRUE,FALSE,FALSE
NCKAP1L,TRUE,FALSE,FALSE
RBM42,TRUE,FALSE,FALSE
GORASP2,TRUE,FALSE,FALSE
APPL1,TRUE,FALSE,FALSE
SLC47A1,TRUE,FALSE,FALSE
REPIN1,TRUE,TRUE,FALSE
PFKP,TRUE,FALSE,FALSE
RPL18,TRUE,TRUE,TRUE
NKTR,TRUE,FALSE,FALSE
TIMM22,TRUE,FALSE,FALSE
RPS20,TRUE,TRUE,TRUE
RNF220,TRUE,FALSE,FALSE
COQ10B,TRUE,TRUE,FALSE
SH3BGRL3,TRUE,TRUE,TRUE
ATP1A1,TRUE,FALSE,TRUE
WDR41,TRUE,FALSE,FALSE
XRCC4,TRUE,FALSE,FALSE
DIMT1,TRUE,FALSE,FALSE
SIRPA,TRUE,FALSE,FALSE
ACAA1,TRUE,TRUE,TRUE
MCRS1,TRUE,FALSE,FALSE
MED29,TRUE,FALSE,FALSE
PHAX,TRUE,FALSE,FALSE
PHB2,TRUE,TRUE,FALSE
ARL14EP,TRUE,FALSE,FALSE
COQ5,TRUE,FALSE,FALSE
RP2,TRUE,TRUE,FALSE
TFG,TRUE,FALSE,FALSE
TGFB1,TRUE,TRUE,TRUE
DUSP1,TRUE,TRUE,TRUE
YTHDF2,TRUE,FALSE,FALSE
EIF3F,TRUE,TRUE,TRUE
PLAC8,TRUE,TRUE,TRUE
CLN5,TRUE,FALSE,FALSE
HSPD1,TRUE,FALSE,TRUE
GLCE,TRUE,FALSE,FALSE
WHAMM,TRUE,FALSE,TRUE
ABT1,TRUE,FALSE,FALSE
C1QC,TRUE,FALSE,FALSE
OXSR1,TRUE,FALSE,TRUE
STX10,TRUE,FALSE,FALSE
SPHK2,TRUE,FALSE,FALSE
C1GALT1,TRUE,FALSE,TRUE
STX11,TRUE,FALSE,TRUE
ARCN1,TRUE,FALSE,FALSE
ABRACL,TRUE,TRUE,TRUE
C6orf226,TRUE,FALSE,FALSE
HSBP1,TRUE,TRUE,FALSE
TPMT,TRUE,FALSE,FALSE
UBXN2B,TRUE,TRUE,FALSE
ASL,TRUE,FALSE,FALSE
AP3S1,TRUE,TRUE,FALSE
IDH3A,TRUE,FALSE,FALSE
RRP15,TRUE,FALSE,FALSE
RAB14,TRUE,FALSE,FALSE
UBE2B,TRUE,FALSE,TRUE
ICOS,TRUE,FALSE,FALSE
TMBIM6,TRUE,FALSE,FALSE
TSTA3,TRUE,FALSE,FALSE
NME4,TRUE,FALSE,TRUE
RANGRF,TRUE,FALSE,FALSE
SMS,TRUE,FALSE,FALSE
VPS4A,TRUE,FALSE,FALSE
DERL1,TRUE,FALSE,FALSE
RABAC1,TRUE,FALSE,FALSE
CCDC6,TRUE,FALSE,FALSE
RPL4,TRUE,TRUE,TRUE
HARS,TRUE,FALSE,FALSE
UFC1,TRUE,TRUE,FALSE
TRIP12,TRUE,FALSE,FALSE
LMNA,TRUE,FALSE,TRUE
PPIH,TRUE,FALSE,FALSE
RABIF,TRUE,FALSE,FALSE
TNFSF12,TRUE,FALSE,FALSE
RPL32,TRUE,TRUE,TRUE
TRIM38,TRUE,FALSE,FALSE
ZNF185,TRUE,FALSE,FALSE
ASF1A,TRUE,FALSE,FALSE
PPP3CA,TRUE,FALSE,FALSE
OPA1,TRUE,FALSE,FALSE
HCAR2,TRUE,FALSE,FALSE
TMEM43,TRUE,FALSE,FALSE
SUCLA2,TRUE,FALSE,FALSE
TNFAIP8L2,TRUE,FALSE,FALSE
EIPR1,TRUE,FALSE,FALSE
DCTN1,TRUE,FALSE,FALSE
SETD9,TRUE,FALSE,FALSE
TRIM25,TRUE,FALSE,TRUE
PTPDC1,TRUE,FALSE,FALSE
ANKRD11,TRUE,FALSE,FALSE
CCDC88B,TRUE,FALSE,FALSE
TACO1,TRUE,FALSE,FALSE
UBL4A,TRUE,FALSE,FALSE
MOCS2,TRUE,FALSE,FALSE
RBL2,TRUE,FALSE,FALSE
NDUFAF1,TRUE,FALSE,FALSE
TRAP1,TRUE,FALSE,FALSE
NLRP1,TRUE,FALSE,FALSE
PLEKHM2,TRUE,FALSE,FALSE
URM1,TRUE,TRUE,FALSE
HMGN4,TRUE,FALSE,FALSE
WASF2,TRUE,FALSE,FALSE
NSMCE4A,TRUE,FALSE,FALSE
NFE2,TRUE,FALSE,FALSE
VCP,TRUE,FALSE,FALSE
PAFAH1B3,TRUE,FALSE,FALSE
RDX,TRUE,FALSE,FALSE
TDRD7,TRUE,FALSE,FALSE
THUMPD3,TRUE,FALSE,FALSE
RGS18,TRUE,TRUE,FALSE
RRS1,TRUE,FALSE,FALSE
HEXB,TRUE,TRUE,FALSE
ZSCAN18,TRUE,FALSE,FALSE
PDCD7,TRUE,FALSE,FALSE
RUVBL1,TRUE,FALSE,FALSE
SLC25A45,TRUE,FALSE,FALSE
RPS7,TRUE,TRUE,TRUE
NSMCE2,TRUE,FALSE,FALSE
EIF2S1,TRUE,FALSE,FALSE
PPCDC,TRUE,FALSE,FALSE
DDX27,TRUE,FALSE,FALSE
LRRC75A,TRUE,FALSE,FALSE
CD1D,TRUE,FALSE,FALSE
ST5,TRUE,FALSE,FALSE
CD59,TRUE,FALSE,FALSE
RAB35,TRUE,FALSE,FALSE
CXCL16,TRUE,FALSE,TRUE
MS4A14,TRUE,FALSE,FALSE
RPF2,TRUE,FALSE,FALSE
CCDC32,TRUE,FALSE,FALSE
CD101,TRUE,FALSE,FALSE
PHYKPL,TRUE,FALSE,FALSE
TMEM223,TRUE,FALSE,FALSE
PSMA6,TRUE,FALSE,TRUE
SDCCAG8,TRUE,FALSE,FALSE
COPB1,TRUE,FALSE,TRUE
NFYC,TRUE,FALSE,FALSE
DIXDC1,TRUE,FALSE,FALSE
SRGN,TRUE,TRUE,TRUE
TFAM,TRUE,FALSE,FALSE
MYO1C,TRUE,FALSE,TRUE
TRIM73,TRUE,FALSE,FALSE
FYB1,TRUE,FALSE,FALSE
TTC5,TRUE,FALSE,FALSE
ATPAF2,TRUE,FALSE,FALSE
PDRG1,TRUE,FALSE,FALSE
PHC2,TRUE,TRUE,FALSE
MAP1S,TRUE,TRUE,TRUE
HDDC3,TRUE,FALSE,FALSE
YBX3,TRUE,TRUE,FALSE
ZNF93,TRUE,FALSE,FALSE
EID1,TRUE,FALSE,FALSE
DYRK2,TRUE,FALSE,FALSE
ANKRD36,TRUE,FALSE,FALSE
GCDH,TRUE,FALSE,FALSE
MMP24OS,TRUE,FALSE,FALSE
TERF1,TRUE,FALSE,FALSE
TNS3,TRUE,FALSE,FALSE
CASP1,TRUE,TRUE,TRUE
CGRRF1,TRUE,TRUE,FALSE
TFB1M,TRUE,FALSE,FALSE
GCC2,TRUE,TRUE,FALSE
PI4K2B,TRUE,FALSE,FALSE
EAF2,TRUE,FALSE,TRUE
WDR49,TRUE,FALSE,FALSE
ITGB2,TRUE,TRUE,TRUE
SGF29,TRUE,FALSE,FALSE
ZDHHC4,TRUE,FALSE,FALSE
M6PR,TRUE,TRUE,FALSE
ABCG1,TRUE,FALSE,FALSE
TMEM220,TRUE,FALSE,FALSE
ARID5A,TRUE,TRUE,TRUE
MRPS31,TRUE,FALSE,FALSE
ADPGK,TRUE,FALSE,FALSE
SDF2,TRUE,FALSE,FALSE
TAF11,TRUE,FALSE,FALSE
APOBEC3C,TRUE,FALSE,FALSE
OXLD1,TRUE,FALSE,FALSE
FHL1,TRUE,FALSE,FALSE
PLEC,TRUE,FALSE,TRUE
FBXO25,TRUE,FALSE,FALSE
TFRC,TRUE,TRUE,FALSE
RAB20,TRUE,TRUE,FALSE
WDR18,TRUE,FALSE,FALSE
TLR8,TRUE,FALSE,FALSE
NUDT16,TRUE,FALSE,FALSE
ZBTB7A,TRUE,FALSE,FALSE
IPMK,TRUE,FALSE,FALSE
BCAP31,TRUE,FALSE,TRUE
VCAN,TRUE,TRUE,FALSE
TAF1B,TRUE,FALSE,FALSE
MEAF6,TRUE,TRUE,FALSE
GOLGA4,TRUE,FALSE,TRUE
SPAG9,TRUE,FALSE,TRUE
CWC27,TRUE,FALSE,FALSE
BAK1,TRUE,FALSE,FALSE
ZNHIT2,TRUE,FALSE,FALSE
CIAO2A,TRUE,FALSE,FALSE
GRINA,TRUE,FALSE,FALSE
SASH1,TRUE,FALSE,FALSE
CUTC,TRUE,FALSE,FALSE
PTP4A2,TRUE,TRUE,TRUE
ERGIC1,TRUE,TRUE,FALSE
ZFR,TRUE,FALSE,FALSE
SLC25A37,TRUE,TRUE,FALSE
PCTP,TRUE,FALSE,FALSE
CLMN,TRUE,FALSE,FALSE
PDK4,TRUE,TRUE,FALSE
TMOD2,TRUE,FALSE,FALSE
SMIM27,TRUE,FALSE,FALSE
FDX1,TRUE,FALSE,FALSE
TMEM106C,TRUE,FALSE,FALSE
FADD,TRUE,FALSE,FALSE
IFITM2,TRUE,TRUE,TRUE
ERLIN1,TRUE,FALSE,FALSE
CPTP,TRUE,FALSE,FALSE
TSEN34,TRUE,TRUE,FALSE
PURA,TRUE,FALSE,FALSE
RABEPK,TRUE,FALSE,FALSE
ALG2,TRUE,FALSE,FALSE
DDX60L,TRUE,FALSE,TRUE
TBC1D23,TRUE,FALSE,FALSE
RNF11,TRUE,FALSE,FALSE
SLC19A1,TRUE,FALSE,FALSE
POLD2,TRUE,FALSE,FALSE
IRF7,TRUE,TRUE,TRUE
GOT1,TRUE,FALSE,TRUE
SMCHD1,TRUE,FALSE,TRUE
SMIM19,TRUE,TRUE,FALSE
BZW2,TRUE,FALSE,FALSE
TTC7A,TRUE,FALSE,FALSE
FILIP1L,TRUE,FALSE,FALSE
GNL3,TRUE,FALSE,TRUE
RPP30,TRUE,FALSE,FALSE
PRKX,TRUE,FALSE,FALSE
MRPL3,TRUE,FALSE,FALSE
PRPSAP1,TRUE,FALSE,FALSE
TXNDC15,TRUE,FALSE,FALSE
TATDN1,TRUE,TRUE,FALSE
NIBAN2,TRUE,FALSE,FALSE
SLC8A1,TRUE,FALSE,FALSE
RUFY3,TRUE,FALSE,FALSE
GOLM1,TRUE,FALSE,FALSE
SF3B4,TRUE,TRUE,FALSE
TMEM160,TRUE,TRUE,FALSE
RHOU,TRUE,FALSE,FALSE
HNRNPH2,TRUE,FALSE,TRUE
DENND10,TRUE,FALSE,FALSE
CFAP410,TRUE,FALSE,FALSE
GAS2L1,TRUE,FALSE,FALSE
RBM12,TRUE,FALSE,FALSE
SLC10A3,TRUE,FALSE,FALSE
BHLHE41,TRUE,FALSE,FALSE
DDX1,TRUE,FALSE,FALSE
MAFF,TRUE,TRUE,FALSE
VTA1,TRUE,FALSE,FALSE
SNAP47,TRUE,FALSE,FALSE
TNRC6B,TRUE,FALSE,FALSE
FCGR2A,TRUE,FALSE,FALSE
ERG28,TRUE,FALSE,FALSE
TMEM42,TRUE,FALSE,FALSE
TENT5A,TRUE,FALSE,FALSE
GBE1,TRUE,FALSE,FALSE
AP2S1,TRUE,TRUE,FALSE
CD14,TRUE,TRUE,FALSE
MIS18A,TRUE,FALSE,FALSE
OAS3,TRUE,FALSE,TRUE
ASH2L,TRUE,FALSE,FALSE
ESYT2,TRUE,FALSE,TRUE
GINM1,TRUE,TRUE,FALSE
R3HCC1,TRUE,FALSE,FALSE
NLN,TRUE,FALSE,FALSE
SOCS2,TRUE,FALSE,FALSE
RWDD1,TRUE,FALSE,FALSE
DEF6,TRUE,FALSE,FALSE
C16orf91,TRUE,FALSE,FALSE
PITHD1,TRUE,FALSE,FALSE
FAM111A,TRUE,FALSE,FALSE
ANKRD39,TRUE,FALSE,FALSE
PHLDA2,TRUE,FALSE,FALSE
PPIL1,TRUE,FALSE,TRUE
KDM5C,TRUE,FALSE,FALSE
MARCH1,TRUE,FALSE,TRUE
IL17RC,TRUE,FALSE,FALSE
TRMO,TRUE,FALSE,FALSE
BDP1,TRUE,FALSE,FALSE
BNIP3L,TRUE,TRUE,TRUE
GLRX5,TRUE,FALSE,FALSE
RRAS,TRUE,FALSE,FALSE
MPZL2,TRUE,FALSE,FALSE
HADH,TRUE,FALSE,FALSE
XAF1,TRUE,TRUE,TRUE
MRGBP,TRUE,FALSE,FALSE
KCNE1,TRUE,FALSE,FALSE
PLEKHA3,TRUE,FALSE,FALSE
MRPL9,TRUE,FALSE,FALSE
PEX14,TRUE,FALSE,FALSE
MFSD14C,TRUE,FALSE,FALSE
SLC25A20,TRUE,FALSE,FALSE
MCM3,TRUE,FALSE,FALSE
CREBRF,TRUE,FALSE,FALSE
SPRYD7,TRUE,FALSE,FALSE
FLNA,TRUE,TRUE,FALSE
ITGA4,TRUE,FALSE,TRUE
SDCBP,TRUE,TRUE,TRUE
SUCNR1,TRUE,FALSE,TRUE
DHRSX,TRUE,FALSE,FALSE
TIAM1,TRUE,FALSE,FALSE
PIEZO1,TRUE,FALSE,FALSE
MAPK13,TRUE,FALSE,FALSE
FPR2,TRUE,FALSE,FALSE
STAU2,TRUE,FALSE,FALSE
ECI1,TRUE,FALSE,FALSE
DHRS7B,TRUE,FALSE,FALSE
SLC27A1,TRUE,FALSE,FALSE
UMPS,TRUE,FALSE,FALSE
AKAP7,TRUE,FALSE,FALSE
RNF144B,TRUE,TRUE,FALSE
ITGAL,TRUE,TRUE,TRUE
PAK1,TRUE,FALSE,TRUE
GPR153,TRUE,FALSE,FALSE
RANBP9,TRUE,FALSE,FALSE
PIM1,TRUE,TRUE,TRUE
NIPSNAP3A,TRUE,FALSE,FALSE
MANBA,TRUE,TRUE,TRUE
RBM26,TRUE,FALSE,FALSE
LEO1,TRUE,FALSE,FALSE
DYRK4,TRUE,FALSE,FALSE
TTC39B,TRUE,FALSE,FALSE
BTG3,TRUE,FALSE,FALSE
PRRC2C,TRUE,TRUE,TRUE
STYX,TRUE,FALSE,FALSE
NCLN,TRUE,TRUE,FALSE
FNBP4,TRUE,FALSE,FALSE
SERGEF,TRUE,FALSE,FALSE
PGM2L1,TRUE,FALSE,TRUE
CREBZF,TRUE,FALSE,FALSE
GIMAP2,TRUE,TRUE,TRUE
EVI5,TRUE,FALSE,FALSE
LYSMD3,TRUE,FALSE,FALSE
PKIG,TRUE,FALSE,FALSE
RFX1,TRUE,FALSE,FALSE
NAE1,TRUE,FALSE,FALSE
RASAL2,TRUE,FALSE,FALSE
ERCC3,TRUE,FALSE,FALSE
CROT,TRUE,FALSE,FALSE
ARHGAP15,TRUE,FALSE,FALSE
AAK1,TRUE,FALSE,TRUE
MDM4,TRUE,FALSE,TRUE
HTRA2,TRUE,FALSE,FALSE
CCDC186,TRUE,FALSE,TRUE
RUFY1,TRUE,TRUE,FALSE
HRAS,TRUE,FALSE,FALSE
PDPR,TRUE,FALSE,FALSE
WDR43,TRUE,FALSE,FALSE
FES,TRUE,FALSE,FALSE
SPTAN1,TRUE,FALSE,FALSE
C9orf72,TRUE,FALSE,FALSE
COQ2,TRUE,FALSE,FALSE
NCF2,TRUE,TRUE,FALSE
H2AFY,TRUE,FALSE,FALSE
METTL3,TRUE,FALSE,FALSE
NIP7,TRUE,FALSE,FALSE
IFT27,TRUE,FALSE,FALSE
SFPQ,TRUE,FALSE,TRUE
KPNA2,TRUE,FALSE,TRUE
CTDNEP1,TRUE,FALSE,FALSE
KIAA1191,TRUE,FALSE,FALSE
CARS2,TRUE,FALSE,FALSE
GTPBP6,TRUE,FALSE,FALSE
GM2A,TRUE,FALSE,FALSE
GAS7,TRUE,FALSE,FALSE
PWWP3A,TRUE,FALSE,FALSE
SETDB2,TRUE,FALSE,FALSE
RRP1B,TRUE,FALSE,FALSE
ISOC1,TRUE,FALSE,FALSE
RPS16,TRUE,TRUE,TRUE
MIA2,TRUE,FALSE,FALSE
GPATCH2L,TRUE,FALSE,FALSE
ATXN3,TRUE,FALSE,FALSE
GALT,TRUE,FALSE,FALSE
MRTO4,TRUE,FALSE,FALSE
DAB2,TRUE,FALSE,FALSE
ARID1B,TRUE,FALSE,FALSE
BLOC1S4,TRUE,FALSE,FALSE
POLR2H,TRUE,FALSE,FALSE
KDM6A,TRUE,FALSE,FALSE
HIRIP3,TRUE,FALSE,TRUE
OAS2,TRUE,TRUE,TRUE
DDIT4,TRUE,TRUE,TRUE
TMEM9,TRUE,FALSE,FALSE
CDK19,TRUE,FALSE,FALSE
DTWD2,TRUE,FALSE,FALSE
CSF3R,TRUE,FALSE,FALSE
TRIM44,TRUE,FALSE,FALSE
CENPV,TRUE,FALSE,FALSE
MAD2L1BP,TRUE,FALSE,FALSE
ACTN4,TRUE,FALSE,FALSE
PECR,TRUE,FALSE,FALSE
SLC35C2,TRUE,FALSE,FALSE
ZNF480,TRUE,FALSE,FALSE
GLG1,TRUE,FALSE,FALSE
EXOSC9,TRUE,FALSE,FALSE
NOL4L,TRUE,FALSE,FALSE
TFIP11,TRUE,FALSE,FALSE
TRMT10C,TRUE,FALSE,FALSE
PGD,TRUE,FALSE,FALSE
UBASH3B,TRUE,FALSE,FALSE
STK24,TRUE,TRUE,FALSE
H6PD,TRUE,FALSE,FALSE
YDJC,TRUE,FALSE,FALSE
CTNNBIP1,TRUE,FALSE,FALSE
REL,TRUE,TRUE,TRUE
RBM5,TRUE,FALSE,FALSE
LATS2,TRUE,FALSE,FALSE
NSUN5,TRUE,FALSE,TRUE
DENND4C,TRUE,FALSE,FALSE
CARD19,TRUE,FALSE,FALSE
AMFR,TRUE,FALSE,FALSE
CFAP36,TRUE,FALSE,FALSE
AKR7A2,TRUE,FALSE,FALSE
PSAP,TRUE,TRUE,TRUE
NINJ2,TRUE,FALSE,FALSE
ZNF117,TRUE,FALSE,FALSE
SIK2,TRUE,FALSE,TRUE
DZIP1L,TRUE,FALSE,FALSE
BCOR,TRUE,FALSE,TRUE
ARPIN,TRUE,FALSE,FALSE
PHIP,TRUE,FALSE,FALSE
SAMHD1,TRUE,TRUE,TRUE
MOAP1,TRUE,TRUE,FALSE
BRD4,TRUE,FALSE,FALSE
RPS15,TRUE,TRUE,TRUE
LILRB1,TRUE,TRUE,TRUE
MBD3,TRUE,FALSE,FALSE
FAM53B,TRUE,FALSE,FALSE
RBM15B,TRUE,FALSE,FALSE
ALCAM,TRUE,FALSE,FALSE
ZFYVE16,TRUE,FALSE,FALSE
LAMTOR4,TRUE,FALSE,TRUE
ACAP2,TRUE,FALSE,FALSE
CYTH1,TRUE,FALSE,FALSE
KDM5B,TRUE,FALSE,FALSE
ZNF589,TRUE,FALSE,FALSE
CUX1,TRUE,FALSE,FALSE
CBX1,TRUE,FALSE,FALSE
GALNT6,TRUE,FALSE,FALSE
CPM,TRUE,FALSE,FALSE
CEBPA,TRUE,TRUE,FALSE
INPP5D,TRUE,FALSE,FALSE
EXTL3,TRUE,FALSE,FALSE
USP1,TRUE,FALSE,FALSE
HMBS,TRUE,FALSE,FALSE
SERPINB8,TRUE,FALSE,FALSE
TSR3,TRUE,FALSE,FALSE
SLC35A2,TRUE,FALSE,FALSE
ARMC1,TRUE,FALSE,FALSE
MS4A7,TRUE,FALSE,FALSE
IL16,TRUE,FALSE,FALSE
PTPN4,TRUE,FALSE,FALSE
HMBOX1,TRUE,FALSE,FALSE
BAZ2B,TRUE,FALSE,FALSE
LRRC25,TRUE,FALSE,FALSE
CEPT1,TRUE,FALSE,FALSE
JRK,TRUE,FALSE,FALSE
BABAM1,TRUE,TRUE,FALSE
STAT1,TRUE,TRUE,TRUE
TANK,TRUE,TRUE,TRUE
RCN2,TRUE,FALSE,FALSE
GMFB,TRUE,FALSE,TRUE
AKAP13,TRUE,FALSE,FALSE
PARP9,TRUE,TRUE,TRUE
STPG1,TRUE,FALSE,FALSE
PLCB2,TRUE,FALSE,FALSE
APOL2,TRUE,FALSE,TRUE
CLN6,TRUE,FALSE,FALSE
SPN,TRUE,TRUE,TRUE
RPL3,TRUE,TRUE,TRUE
DEDD,TRUE,FALSE,FALSE
ASPH,TRUE,FALSE,FALSE
MTG1,TRUE,FALSE,FALSE
CREG1,TRUE,TRUE,FALSE
FAM118B,TRUE,FALSE,FALSE
STEAP3,TRUE,FALSE,FALSE
CCM2,TRUE,FALSE,TRUE
THAP4,TRUE,FALSE,FALSE
MTAP,TRUE,FALSE,FALSE
LTBP3,TRUE,FALSE,FALSE
TOM1,TRUE,FALSE,FALSE
SGK1,TRUE,FALSE,TRUE
MRTFA,TRUE,FALSE,FALSE
NXPE3,TRUE,FALSE,FALSE
TTC7B,TRUE,FALSE,FALSE
ZMAT1,TRUE,FALSE,FALSE
DTX4,TRUE,FALSE,FALSE
SYNC,TRUE,FALSE,FALSE
KIF1B,TRUE,FALSE,FALSE
ALAD,TRUE,FALSE,FALSE
GPD2,TRUE,FALSE,FALSE
GOLPH3L,TRUE,FALSE,FALSE
SPG7,TRUE,FALSE,FALSE
CHURC1,TRUE,TRUE,TRUE
INO80,TRUE,FALSE,FALSE
ATG16L2,TRUE,FALSE,FALSE
BMPR2,TRUE,FALSE,FALSE
DENND4B,TRUE,FALSE,FALSE
CNEP1R1,TRUE,FALSE,FALSE
CDKN2AIPNL,TRUE,FALSE,FALSE
LPIN2,TRUE,FALSE,FALSE
SNX10,TRUE,FALSE,FALSE
ATXN1,TRUE,FALSE,FALSE
ST3GAL1,TRUE,FALSE,FALSE
ERC1,TRUE,FALSE,FALSE
ENG,TRUE,TRUE,FALSE
TBK1,TRUE,FALSE,FALSE
AP1G1,TRUE,FALSE,FALSE
ACP5,TRUE,TRUE,TRUE
AGPS,TRUE,FALSE,FALSE
MAT2A,TRUE,FALSE,FALSE
FAM102B,TRUE,FALSE,FALSE
GNAI2,TRUE,FALSE,FALSE
ARHGAP1,TRUE,FALSE,FALSE
MEGF9,TRUE,FALSE,FALSE
MAN2C1,TRUE,FALSE,FALSE
PAICS,TRUE,FALSE,FALSE
PGM2,TRUE,FALSE,FALSE
IRAK3,TRUE,TRUE,FALSE
ADAP1,TRUE,FALSE,FALSE
CAMP,TRUE,FALSE,FALSE
CIAPIN1,TRUE,FALSE,FALSE
EBAG9,TRUE,FALSE,FALSE
YIPF4,TRUE,FALSE,FALSE
UBAP1,TRUE,FALSE,FALSE
UBN2,TRUE,FALSE,FALSE
IRF2BP2,TRUE,FALSE,TRUE
CEP290,TRUE,FALSE,FALSE
SPIDR,TRUE,FALSE,FALSE
NONO,TRUE,FALSE,FALSE
PPP4R1,TRUE,FALSE,FALSE
PTK2B,TRUE,FALSE,FALSE
DCK,TRUE,TRUE,FALSE
COQ8A,TRUE,FALSE,FALSE
ZMYND15,TRUE,FALSE,FALSE
TBL1X,TRUE,FALSE,FALSE
ATP6V1B2,TRUE,TRUE,FALSE
C11orf54,TRUE,FALSE,FALSE
